FIPS,State_abv,County_Name,oil_change_group,gas_change_group,oil_gas_change_group,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,citizens,citizensOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,prienv,prienvOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose,tot_pop,pop_under5,pop_5to9,pop_10to14,pop_15to19,pop_20to24,pop_25to34,pop_35to44,pop_45to54,pop_55to59,pop_60to64,pop_65to74,pop_75to84,pop_85+,gas,oil,"Metro-nonmetro status, 2013 0=Nonmetro 1=Metro",Economic Types Type_2015_Update non-overlapping,Economic_Type_Label,Farming_2015_Update,Mining_2015-Update,Manufacturing_2015_Update,Government_2015_Update,Recreation_2015_Update,Nonspecialized_2015_Update,Low_Education_2015_Update,Low_Employment_Cnty_2008_2012_25_64,Pop_Loss_2010,Retirement_Dest_2015_Update,Persistent_Poverty_2013,Persistent_Related_Child_Poverty_2013,Region,pct_und5,pct_5to9,pct_10to14,pct_15to19,pct_20to24,pct_youth,oil_producer,gas_producer
24041,MD,Talbot County,Status Quo,Status Quo,Status Quo,69.203,13.758,53.77,33.943,48.863,29.758,60.886,6.068,58.165,41.659,69.072,19.436,68.954,18.436,59.853,26.073,55.277,32.022,38.674,49.934,48.646,51.354,85.164,12.046,76.258,20.718,68.392,29.799,66.796,29.953,62.021,35.911,81.726,15.039,33.183,63.129,50.084,46.97,78.176,21.365,67.137,12.248,63.87,12.873,60.64,17.769,54.113,16.185,55.105,15.624,67.956,28.862,34.998,64.905,22.476,76.585,37668,1750,1909,2142,1934,1795,3413,3932,5100,2986,2767,5477,2982,1481,0,0,0,5,Recreation,0,0,0,0,1,0,0,0,0,1,0,0,South,0.04645853244132951,0.05067962196028459,0.056865243708187324,0.05134331528087501,0.04765318041839227,0.25299989380906873,non_producer_oil,non_producer_gas
24043,MD,Washington County,Status Quo,Status Quo,Status Quo,65.748,16.032,52.139,33.639,43.393,31.463,54.468,6.721,53.448,46.399,66.048,21.797,66.705,20.648,56.605,28.93,51.86,35.014,35.364,52.508,44.874,55.125,83.354,13.472,74.843,21.981,66.679,31.761,64.103,32.114,59.348,37.737,79.088,17.42,33.787,61.908,50.162,46.123,74.631,24.918,62.159,13.029,58.843,14.265,54.81,18.47,51.577,17.492,52.333,17.18,65.169,31.443,30.684,69.269,19.646,79.6,149571,8750,9400,9316,9063,9318,19236,19184,22472,9925,9303,13026,7361,3217,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,South,0.05850064517854397,0.06284640739180723,0.062284801198093216,0.06059329682893074,0.06229817277413403,0.30652332337150917,non_producer_oil,non_producer_gas
24045,MD,Wicomico County,Status Quo,Status Quo,Status Quo,69.609,12.765,52.452,35.194,47.464,29.274,59.775,5.946,57.446,42.35,67.829,18.233,67.595,17.286,58.836,24.471,54.485,30.203,39.551,46.322,48.448,51.552,84.214,13.202,76.883,20.005,67.599,30.376,65.917,30.087,61.715,36.125,81.606,15.036,35.005,61.332,52.199,44.746,77.591,21.696,67.125,12.471,62.678,13.442,62.118,16.365,55.105,15.512,56.324,14.954,67.409,29.263,32.284,67.663,18.769,80.218,101527,6152,6102,6320,8753,10746,11999,11331,12879,6649,6079,8376,4378,1763,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,South,0.06059471864627144,0.060102238813320594,0.06224945088498626,0.08621351955637417,0.10584376569779468,0.37500369359874713,non_producer_oil,non_producer_gas
24047,MD,Worcester County,Status Quo,Status Quo,Status Quo,66.794,15.294,52.91,33.34,47.542,30.558,57.669,6.461,54.783,45.057,66.955,20.876,67.605,19.642,57.89,27.715,52.84,34.116,36.491,51.475,45.699,54.301,84.232,13.079,75.888,21.362,67.138,31.303,63.714,32.881,60.756,36.984,80.584,16.286,32.747,63.266,49.392,47.95,75.931,23.626,66.095,12.72,62.159,13.836,59.768,18.449,53.674,17.036,53.405,16.902,66.096,30.674,32.593,67.373,20.808,78.408,51441,2313,2655,2534,2700,2623,4872,5041,7517,3955,4126,7440,4174,1491,0,0,1,5,Recreation,0,0,0,0,1,0,0,0,0,1,0,0,South,0.04496413366769697,0.05161252697264827,0.0492603176454579,0.05248731556540503,0.050990455084465695,0.24931474893567387,non_producer_oil,non_producer_gas
24510,MD,Baltimore city,Status Quo,Status Quo,Status Quo,80.14,4.657,62.711,26.004,58.048,17.828,70.091,3.362,70.448,29.479,77.677,8.802,76.585,9.045,71.078,12.778,68.083,16.981,51.338,32.136,62.75,37.25,87.445,9.497,81.714,15.391,79.703,18.673,78.741,18.922,68.545,28.716,84.747,12.149,19.905,75.891,40.333,55.487,86.716,13.017,73.422,7.908,72.433,7.964,71.741,8.554,68.768,8.527,67.647,8.809,75.02,21.598,38.705,61.233,19.24,79.854,621000,41368,36567,33577,37450,50017,114206,74724,80827,40045,35892,43714,23077,9536,0,0,1,4,Federal/State Government,0,0,0,1,0,0,0,0,1,0,1,1,South,0.06661513687600644,0.058884057971014495,0.05406924315619968,0.06030595813204509,0.0805426731078905,0.3204170692431562,non_producer_oil,non_producer_gas
25001,MA,Barnstable County,Status Quo,Status Quo,Status Quo,72.64,12.838,58.149,30.642,52.787,28.712,64.159,5.815,61.945,37.462,73.65,19.094,73.552,18.725,63.707,26.477,58.606,32.91,37.222,52.968,49.208,50.792,86.309,12.203,79.425,18.741,74.352,24.322,67.659,28.949,67.671,29.22,84.375,13.617,29.185,69.825,48.172,50.999,78.81,21.004,69.807,10.407,65.583,10.779,63.114,14.913,55.135,13.321,55.745,14.901,70.791,26.334,38.342,61.761,24.772,74.249,214703,8141,8832,10573,11200,11148,18145,19771,30422,17716,18974,32562,18813,8406,0,0,1,5,Recreation,0,0,0,0,1,0,0,0,0,0,0,0,Northeast,0.037917495330759235,0.04113589470105215,0.04924477068322287,0.0521650838600299,0.05192288882782262,0.23238613340288677,non_producer_oil,non_producer_gas
25003,MA,Berkshire County,Status Quo,Status Quo,Status Quo,73.424,13.013,61.522,26.661,55.832,25.551,69.129,5.151,65.78,34.13,75.378,17.732,74.909,17.244,65.911,23.482,61.618,29.524,40.634,49.616,52.881,47.118,87.857,10.338,81.478,16.42,76.07,22.446,72.489,24.54,68.191,28.616,85.118,12.714,28.088,70.539,48.015,50.77,82.275,17.585,71.418,10.172,66.368,9.937,64.649,13.816,56.345,12.265,57.177,13.556,72.513,24.339,40.065,59.956,25.402,73.325,128563,5598,6084,6716,8778,8469,13178,13612,18966,10481,9871,14574,7807,4429,0,0,1,5,Recreation,0,0,0,0,1,0,0,0,1,0,0,0,Northeast,0.04354285447601565,0.04732310229226138,0.05223898011091838,0.06827780932305562,0.06587431842754136,0.2772570646297924,non_producer_oil,non_producer_gas
25005,MA,Bristol County,Status Quo,Status Quo,Status Quo,71.744,13.538,60.622,28.33,50.379,27.424,64.232,5.706,61.356,38.623,73.181,17.286,72.643,16.809,62.803,24.118,58.686,30.586,39.571,48.862,51.751,48.249,86.375,11.642,80.358,16.839,73.163,24.845,69.535,27.432,65.896,30.175,83.527,13.919,31.992,66.86,50.304,47.907,80.027,19.788,68.589,11.214,64.559,11.278,63.84,12.796,58.002,13.258,57.025,14.067,70.098,26.591,34.848,65.194,21.758,77.214,554868,29492,33230,33378,36471,38373,68076,70283,84935,39547,34033,48176,25140,13734,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,Northeast,0.053151380148071255,0.0598881175342604,0.06015484763943857,0.0657291463915742,0.06915698868920175,0.3080804804025462,non_producer_oil,non_producer_gas
25007,MA,Dukes County,Status Quo,Status Quo,Status Quo,75.929,11.087,63.259,26.338,59.345,24.317,69.477,4.998,66.947,32.936,77.157,15.669,76.799,15.237,67.588,22.424,62.97,28.948,41.245,49.457,54.113,45.887,88.488,9.546,82.392,15.467,78.306,20.429,72.907,24.284,69.675,26.99,85.697,12.117,25.909,72.594,44.472,54.245,82.943,16.942,73.687,9.537,69.604,9.304,68.19,12.33,59.993,11.509,59.496,12.805,73.172,23.863,41.694,58.295,26.846,72.053,17137,688,812,995,1147,769,1862,2044,2460,1281,1582,2139,791,567,0,0,0,5,Recreation,0,0,0,0,1,0,0,0,0,0,0,0,Northeast,0.040147050242166075,0.0473828558090681,0.05806150434731867,0.06693120149384373,0.04487366516893272,0.2573962770613293,non_producer_oil,non_producer_gas
25009,MA,Essex County,Status Quo,Status Quo,Status Quo,72.851,11.916,60.721,28.238,55.664,26.105,66.83,5.035,67.67,31.871,76.895,15.488,75.838,15.622,68.043,21.787,63.862,27.294,44.11,46.57,53.392,46.608,86.897,11.314,79.904,17.447,77.162,21.592,72.888,24.441,67.365,29.797,84.332,13.645,27.349,71.588,48.608,49.556,80.72,19.199,70.228,10.585,69.041,9.824,65.227,15.44,57.385,12.19,58.837,13.54,73.042,24.052,38.065,61.959,25.888,73.104,769362,43661,45149,49823,51886,51337,91278,93762,117052,56930,48555,66245,34159,19525,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,Northeast,0.056749618515081326,0.0586836885627312,0.06475885213982495,0.06744029468572661,0.06672671642217838,0.31435917032554245,non_producer_oil,non_producer_gas
25011,MA,Franklin County,Status Quo,Status Quo,Status Quo,74.724,11.752,62.213,27.292,56.755,25.685,68.429,5.175,65.855,34.04,76.085,16.455,75.543,16.41,66.088,23.616,61.479,30.056,39.743,50.489,52.806,47.194,88.125,10.084,82.222,15.707,76.963,21.669,72.057,24.932,69.142,27.593,85.547,12.297,27.402,71.354,46.652,52.129,82.257,17.588,73.103,9.804,68.635,9.682,67.354,12.815,59.232,11.966,58.703,13.225,72.615,24.339,40.413,59.623,25.778,73.056,70916,3220,3416,3905,3927,4044,8325,8223,10496,6504,5977,7842,3370,1667,0,0,0,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,Northeast,0.04540583225224209,0.048169665519769866,0.05506514749844887,0.05537537368153872,0.05702521292797112,0.2610412318799707,non_producer_oil,non_producer_gas
25013,MA,Hampden County,Status Quo,Status Quo,Status Quo,72.494,12.532,59.181,31.641,54.332,25.977,67.118,5.373,62.263,37.729,74.197,16.36,72.716,17.316,63.273,24.822,60.328,29.264,39.796,48.137,51.439,48.561,85.398,12.909,79.817,17.551,74.49,23.962,71.396,25.659,66.542,30.214,83.974,13.666,31.31,67.532,50.754,47.793,80.278,19.384,71.745,10.919,66.661,10.859,66.409,12.501,58.567,12.655,59.187,13.218,71.146,25.766,37.224,62.807,21.63,77.24,468072,27145,27507,30992,34663,35935,58823,54166,65576,32467,29345,38898,20778,11777,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,Northeast,0.05799321471910304,0.058766600010254834,0.06621203575518296,0.07405484626296809,0.07677237689928046,0.3337990736467894,non_producer_oil,non_producer_gas
25015,MA,Hampshire County,Status Quo,Status Quo,Status Quo,78.927,10.165,65.259,24.32,61.812,22.957,71.144,4.737,68.305,31.616,78.839,14.338,78.969,13.775,69.363,21.141,64.491,28.064,41.024,50.663,55.827,44.173,89.267,8.862,83.602,14.526,79.806,19.239,72.929,24.26,70.934,25.944,86.126,11.887,23.623,74.931,43.139,55.859,83.829,16.197,76.188,8.969,69.37,8.794,69.782,11.389,59.322,11.222,60.109,12.472,73.958,23.163,41.964,58.034,27.874,71.13,161035,5804,7050,7100,18521,24151,16560,16095,20606,11247,10140,13766,6673,3322,0,0,1,4,Federal/State Government,0,0,0,1,0,0,0,0,0,0,0,0,Northeast,0.03604185425528612,0.0437793026360729,0.04408979414413016,0.11501226441456826,0.14997360822181513,0.3888968236718726,non_producer_oil,non_producer_gas
25017,MA,Middlesex County,Status Quo,Status Quo,Status Quo,77.799,9.979,64.323,25.185,62.859,20.057,70.897,4.504,70.401,29.332,79.444,14.49,78.959,14.235,71.139,19.376,67.226,25.152,46.356,46.007,57.682,42.318,91.384,6.719,83.677,14.257,78.888,19.861,74.54,23.089,72.013,24.779,86.489,11.195,23.397,74.859,43.623,54.794,85.83,13.848,76.219,9.22,72.288,8.595,71.437,11.232,62.968,10.704,59.944,12.285,74.848,22.409,49.084,50.651,29.785,69.026,1567610,87586,87085,91092,102784,106993,237349,208223,229853,106467,90144,120380,66718,32936,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,Northeast,0.05587231518043391,0.05555272038325859,0.058108840846894314,0.0655673286085187,0.06825230765305146,0.303353512672157,non_producer_oil,non_producer_gas
25019,MA,Nantucket County,Status Quo,Status Quo,Status Quo,78.402,9.281,64.923,25.728,61.782,21.807,72.646,4.495,70.235,29.602,79.44,13.895,78.181,14.125,70.615,19.918,67.283,25.411,46.003,46.184,57.468,42.532,89.177,8.353,81.699,15.825,78.808,20,74.705,22.793,68.817,27.637,85.597,11.988,25.548,72.493,43.218,54.841,84.714,15.32,74.751,9.31,71.951,8.529,69.751,11.659,60.441,10.631,61.077,11.409,74.567,22.634,44.326,55.48,30.147,68.963,10694,548,701,595,520,545,1735,1518,1586,732,715,906,434,159,0,0,0,5,Recreation,0,0,0,0,1,0,0,0,0,0,0,0,Northeast,0.05124368804937348,0.06555077613615111,0.055638675893024125,0.04862539741911352,0.05096315691041706,0.27202169440807933,non_producer_oil,non_producer_gas
25021,MA,Norfolk County,Status Quo,Status Quo,Status Quo,77.287,10.312,65.342,25.899,62.918,21.211,71.999,4.574,70.12,29.805,77.83,15.252,77.739,14.534,69.386,20.284,66.154,26.411,45.018,46.749,56.018,43.982,89.951,7.915,82.98,15.106,77.964,20.919,74.355,23.167,69.886,26.953,86.497,11.249,24.414,74.544,42.004,56.42,83.699,16.33,77.256,9.095,73.081,8.486,72.992,11.328,62.789,11.152,60.577,12.164,74.564,22.655,41.718,58.239,27.998,71.404,691218,37241,41543,43720,45137,41765,85753,88239,106564,50091,42657,57723,33007,17778,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,Northeast,0.05387735851786267,0.060101154773168526,0.06325066766201112,0.06530067214684802,0.06042232696486492,0.30295218006475527,non_producer_oil,non_producer_gas
25023,MA,Plymouth County,Status Quo,Status Quo,Status Quo,74.283,12.549,60.211,29.135,51.535,28.186,68.782,5.706,62.649,37.257,73.27,17.288,73.028,16.736,63.321,24.289,58.964,30.759,40.211,49.129,52.395,47.604,86.95,11.509,81.354,16.652,72.931,25.734,67.617,29.086,68.377,28.33,84.877,12.94,31.593,66.601,47.756,51.562,79.891,19.931,70.386,11.257,66.965,11.464,66.505,13.196,56.775,13.052,57.075,14.077,70.294,26.706,36.67,63.405,23.825,75.018,506657,27018,30953,34366,34561,30915,52482,61575,80528,37668,34304,48348,23359,10580,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,Northeast,0.053326017404279426,0.06109261295116815,0.06782892568345054,0.06821380144752762,0.06101761152021979,0.3114789690066455,non_producer_oil,non_producer_gas
25025,MA,Suffolk County,Status Quo,Status Quo,Status Quo,81.325,6.881,70.025,20.288,68.708,16.119,73.962,3.81,75.581,24.192,82.281,9.821,81.327,10.074,74.575,14.748,70.772,19.949,51.522,38.755,63.296,36.704,88.959,8.39,84.01,13.842,82.318,16.809,76.281,21.202,71.523,24.142,85.547,11.936,19.752,78.835,33.621,64.43,85.114,14.885,78.111,8.08,75.203,7.568,78.102,8.563,66.874,8.66,64.805,10.113,76.011,21.186,48.524,51.451,26.438,72.598,767719,42567,34739,33863,53477,81028,172849,98474,89001,41266,36112,46961,25182,12200,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,1,Northeast,0.055446068157750425,0.04524962909606249,0.04410858660525531,0.0696569968959997,0.10554382527982244,0.32000510603489035,non_producer_oil,non_producer_gas
25027,MA,Worcester County,Status Quo,Status Quo,Status Quo,70.499,12.69,59.767,27.415,54.439,24.604,63.271,5.579,62.375,37.623,73.062,17.589,72.185,16.354,63.308,24.202,59.019,31.452,38.595,49.869,49.023,50.976,86.647,11.838,78.203,18.585,72.435,26.078,68.225,27.865,64.476,32.369,84.226,13.427,31.308,65.491,52.775,44.101,76.881,22.068,68.485,11.344,64.296,11.07,61.187,15.075,54.031,13.654,55.978,14.574,70.725,26.277,33.227,66.797,23.074,76.083,813589,44901,47037,54108,58073,56555,99684,102525,126736,60066,49056,64071,33000,17777,0,0,1,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,Northeast,0.05518879925859371,0.05781420348603533,0.06650532394120373,0.0713787919944837,0.06951298505756592,0.3204001037378824,non_producer_oil,non_producer_gas
26001,MI,Alcona County,Status Quo,Status Quo,Status Quo,60.952,19.938,49.28,37.469,38.988,34.453,54.961,7.277,49.389,50.552,63.789,25.128,63.522,24.744,53.036,32.849,50.468,38.433,33.329,56.057,41.899,58.101,83.098,13.763,73.936,22.907,62.607,35.793,62.313,34.892,56.855,39.133,79.654,17.041,36.921,58.695,57.287,39.142,72.504,26.853,63.392,12.784,59.049,14.358,54.048,19.027,49.146,16.714,50.13,16.99,62.924,34.074,29.275,70.429,20.757,78.128,10461,320,386,394,450,359,644,795,1428,1047,1032,2098,1138,370,6603027,578,0,5,Recreation,0,0,0,0,1,0,0,1,0,0,0,0,Midwest,0.030589809769620495,0.036898958034604724,0.03766370327884523,0.04301691998852882,0.03431794283529299,0.18248733390689226,oil_producer,gas_producer
26003,MI,Alger County,Status Quo,Status Quo,Status Quo,67.543,14.673,55.057,32.748,46.242,28.12,60.654,5.859,56.451,43.465,69.463,19.861,68.739,19.933,59.34,26.743,57.116,32.125,38.749,51.227,48.001,51.999,85.186,11.321,76.308,20.537,68.633,29.977,67.53,29.856,60.203,35.692,81.317,15.464,30.68,64.904,51.336,44.772,78.116,21.533,67.856,10.806,64.242,11.456,60.192,15.466,53.741,13.546,54.303,13.87,66.774,30.123,33.421,66.171,22.865,76,9396,327,425,427,431,541,982,1013,1373,748,926,1238,606,359,0,0,0,4,Federal/State Government,0,0,0,1,1,0,0,1,0,0,0,0,Midwest,0.034802043422733075,0.04523201362281822,0.045444870157513834,0.045870583226905064,0.0575776926351639,0.22892720306513412,non_producer_oil,non_producer_gas
26005,MI,Allegan County,Status Quo,Status Quo,Status Quo,61.675,20.194,52.655,32.904,42.648,32.354,54.06,7.063,50.414,49.627,64.932,23.831,66.04,22.262,55.052,31.108,50.324,38.601,32.9,55.692,42.227,57.772,83.145,14.461,76.52,20.918,65.916,32.658,60.655,35.701,61.281,34.864,80.677,16.576,32.776,63.534,52.88,44.186,72.397,26.817,65.736,11.721,59.838,13.831,57.203,17.817,52.794,15.715,51.36,17.389,63.861,33.319,29.984,69.872,19.697,79.202,113666,7116,7832,8241,7582,6469,12863,13764,16713,8427,7440,10285,5009,1925,62325,58809,0,3,Maufacturing,0,0,1,0,0,0,0,0,0,0,0,0,Midwest,0.06260447275350589,0.06890362993331339,0.07250189150669506,0.0667042035437158,0.05691235725722731,0.3276265549944575,oil_producer,gas_producer
26007,MI,Alpena County,Status Quo,H_Decline,H_Decline,63.34,18.677,50.674,35.839,41.924,33.533,56.966,6.999,51.575,48.378,65.399,23.711,65.413,23.077,54.671,31.552,51.401,37.688,34.166,55.496,43.295,56.705,84.078,13.072,75.47,21.559,64.715,33.712,63.376,33.691,59.281,36.903,80.854,16.03,35.523,60.525,55.439,41.172,73.829,25.524,65.399,12.098,60.79,13.642,56.525,17.906,50.887,15.95,51.447,16.433,64.128,32.904,31.033,68.725,21.165,77.657,28929,1352,1436,1737,1691,1563,2868,3073,4222,2582,2149,3325,2004,927,8828162,518,0,0,Nonspecialized,0,0,0,0,0,1,0,0,0,0,0,0,Midwest,0.046735110097134366,0.04963877078364271,0.06004355491029763,0.058453455010543054,0.05402882920253033,0.2688997200041481,oil_producer,gas_producer
26009,MI,Antrim County,Status Quo,H_Growth,H_Growth,65.795,17.285,54.076,32.39,45.317,31.035,58.123,6.45,54.504,45.443,68.073,22.385,68.163,22.061,57.918,29.679,54.681,35.752,36.027,55.042,45.692,54.309,84.591,12.194,75.778,21.386,67.128,31.653,64.056,33.129,60.457,35.628,81,16.031,30.768,64.845,52.388,44.232,75.359,24.275,67.128,11.235,63.176,12.258,58.804,17.314,52.76,14.898,52.361,15.63,65.66,31.488,35.101,64.607,23.561,75.501,23215,1009,1056,1480,1340,1040,1961,2204,3293,1882,2051,3431,1877,591,23189334,24040,0,5,Recreation,0,0,0,0,1,0,0,0,0,0,0,0,Midwest,0.04346327805298299,0.04548783114365712,0.06375188455739823,0.057721300883049755,0.044798621580874436,0.2552229162179625,oil_producer,gas_producer
26011,MI,Arenac County,Status Quo,Status Quo,Status Quo,61.45,19.251,50.24,36.582,39.294,33.629,55.106,7.053,50.196,49.751,64.212,24.28,64.127,23.779,53.499,31.921,50.791,37.591,33.708,55.118,42.471,57.529,83.122,13.827,74.858,22.032,63.909,34.426,63.502,33.574,57.858,38.068,80.041,16.685,35.933,59.825,56.289,40.146,73.237,26.077,63.929,12.396,59.357,13.947,54.989,18.171,50.246,16.055,50.92,16.546,63.419,33.443,28.946,70.769,19.868,78.955,15327,661,771,846,863,760,1475,1564,2226,1355,1333,2050,1046,377,346039,194096,0,5,Recreation,0,0,0,0,1,0,0,1,0,0,0,0,Midwest,0.04312650877536374,0.05030338618124878,0.0551967116852613,0.05630586546617081,0.04958569844066027,0.2545181705487049,oil_producer,gas_producer
26013,MI,Baraga County,Status Quo,Status Quo,Status Quo,62.776,16.929,50.901,35.425,41.05,30.874,55.517,6.631,51.294,48.675,64.683,22.376,65.007,21.753,55.13,29.152,51.743,35.084,35.005,51.842,43.914,56.085,82.754,14.522,75.318,21.695,65.485,32.892,62.646,34.337,59.31,36.613,79.751,17.091,34.671,61.228,54.153,42.257,74.023,25.177,64.384,11.888,59.642,13.597,56.802,16.548,52.93,14.797,52.817,15.703,63.981,32.947,28.783,70.975,18.158,80.627,8612,405,421,374,386,604,1361,995,1203,636,617,949,510,151,0,0,0,4,Federal/State Government,0,0,0,1,0,0,0,1,0,0,0,0,Midwest,0.047027403622851835,0.048885276358569436,0.04342777519739898,0.04482117974918718,0.07013469577333953,0.25429633070134694,non_producer_oil,non_producer_gas
26015,MI,Barry County,Status Quo,Status Quo,Status Quo,62.202,19.981,49.987,36.501,39.65,34.715,55.12,7.369,49.72,50.244,64.27,24.794,64.022,24.813,53.244,33.241,49.782,39.322,33.147,56.505,41.838,58.161,83.598,13.735,75.06,21.986,63.476,34.927,62.386,34.777,58.072,38.195,80.578,16.326,37.332,59.12,57.781,39.009,72.467,26.774,63.795,12.6,58.346,14.453,54.794,18.588,50.261,16.618,50.676,17.108,63.133,34.037,29.542,70.246,20.576,78.22,59316,3248,3693,4124,3933,3174,6277,6954,8959,4419,4484,6003,2926,1122,0,20666,1,3,Maufacturing,0,0,1,0,0,0,0,0,0,0,0,0,Midwest,0.054757569627082066,0.06225976127857576,0.06952592892305617,0.06630588711308921,0.05351001416144042,0.3063591611032436,oil_producer,non_producer_gas
26017,MI,Bay County,Status Quo,Status Quo,Status Quo,63.246,18.125,52.74,34.798,41.099,32.778,55.886,6.641,52.626,47.441,65.629,23.017,65.983,21.657,55.672,29.609,51.91,36.269,34.178,54.118,44.648,55.352,83.706,14.002,76.509,20.856,66.033,32.293,65.559,31.372,61.204,35.304,82.104,15.044,33.778,62.896,52.651,44.394,74.37,24.92,63.498,11.551,58.266,12.952,54.037,17.401,50.814,14.775,52.043,15.705,65.614,31.301,30.438,69.39,19.344,79.368,106107,5434,6107,6662,6407,6593,12453,12343,14847,8238,7583,10736,6084,2620,1761971,269099,1,0,Nonspecialized,0,0,0,0,0,1,0,0,1,0,0,0,Midwest,0.05121245535167331,0.05755510946497404,0.06278567860744343,0.060382444136579116,0.06213539163297426,0.29407107919364417,oil_producer,gas_producer
26019,MI,Benzie County,Status Quo,Status Quo,Status Quo,67.325,16.207,55.345,32.606,46.306,30.28,60.367,6.243,56.015,43.952,68.987,21.24,68.949,20.77,58.676,28.6,55.124,34.868,36.663,53.992,46.368,53.632,85.24,11.819,77.134,20.015,69.044,29.536,66.834,30.387,62.004,34.257,82.091,14.999,31.007,65.27,51.216,45.484,77.219,22.298,67.977,10.672,63.858,11.822,60.057,16.27,53.779,14.136,53.741,14.966,66.679,30.414,33.755,65.964,23.342,75.445,17462,801,910,1017,928,797,1642,1817,2494,1423,1447,2430,1310,446,765496,21479,0,5,Recreation,0,0,0,0,1,0,0,0,0,1,0,0,Midwest,0.04587103424579086,0.052113160004581376,0.058240751345779405,0.05314396976291375,0.04564196541060589,0.25501088076967127,oil_producer,gas_producer
26021,MI,Berrien County,Status Quo,Status Quo,Status Quo,64.893,16.325,52.909,34.933,42.976,29.72,58.719,6.237,53.515,46.613,67.406,21.698,67.216,21.197,57.574,28.307,54.496,33.91,36.555,51.924,46.06,53.94,84.355,12.659,76.787,19.981,67.765,30.661,66.324,30.647,62.157,33.852,82.032,14.768,32.41,63.784,48.78,47.513,76.842,22.47,64.976,11.025,61.369,12.344,57.301,15.906,52.571,13.951,53.859,14.834,66.476,30.645,32.052,67.18,20.964,77.744,155134,9268,10223,9247,9983,9548,17617,17864,21557,11661,10646,15314,8078,4128,0,0,1,3,Maufacturing,0,0,1,0,0,0,0,0,0,0,0,0,Midwest,0.05974190055049183,0.0658978689391107,0.059606533706344195,0.0643508192917091,0.0615467918057937,0.31114391429344956,non_producer_oil,non_producer_gas
26023,MI,Branch County,Status Quo,Status Quo,Status Quo,60.811,19.865,49.819,36.939,39.117,33.446,54.454,7.132,49.818,50.139,64.001,24.91,63.895,24.485,53.618,32.267,50.895,37.821,33.757,55.27,42.279,57.72,82.656,14.259,74.198,22.721,63.146,35.245,62.116,34.835,57.618,38.297,79.856,16.877,36.019,59.643,56.238,40.176,72.201,27.095,63.269,12.488,58.937,14.108,54.316,18.186,49.864,16.166,50.818,16.708,63.264,33.745,29.158,70.562,20.127,78.767,43603,2656,2878,2990,2799,2377,5175,5126,6149,3380,2778,4209,2320,766,0,0,0,0,Nonspecialized,0,0,0,0,0,1,0,1,0,0,0,0,Midwest,0.060913239914684766,0.06600463270875857,0.06857326330757058,0.0641928307685251,0.05451459761942985,0.31419856431896886,non_producer_oil,non_producer_gas
26025,MI,Calhoun County,Status Quo,Status Quo,Status Quo,67.001,15.509,54.46,33.595,45.807,30.391,58.596,6.2,55.817,44.137,68.163,20.91,68.33,20.255,58.04,27.712,54.439,34.03,36.892,51.985,46.157,53.843,85.289,12.073,78.239,18.911,68.76,29.698,67.808,29.522,62.802,33.472,82.457,14.579,31.667,64.732,50.514,46.387,77.695,21.718,68.392,10.891,63.1,12.121,59.516,15.919,55.496,13.595,55.027,14.545,66.403,30.63,31.547,68.236,20.503,78.157,134691,8297,8502,9024,9050,8824,16097,16014,18358,9805,8743,12173,6626,3178,177564,418984,1,3,Maufacturing,0,0,1,0,0,0,0,0,0,0,0,0,Midwest,0.061600255399395655,0.06312225761186717,0.06699779495289218,0.06719082937983978,0.0655129147456029,0.3244240520895977,oil_producer,gas_producer
