term,records,mentions,obs_region,year,reg_tot_ments,term_year_reg_ment_perc
crassis,2,2,Asia_Pacific,2018,14,0.142857143
astrophotometer,0,0,Asia_Pacific,2018,0,0
amide,0,0,Asia_Pacific,2018,0,0
gigas,0,0,Asia_Pacific,2018,1,0
choana,0,0,Asia_Pacific,2018,0,0
prajapati,0,0,Asia_Pacific,2018,0,0
nonromantic,0,0,Asia_Pacific,2018,0,0
hypermorally,0,0,Asia_Pacific,2018,0,0
parl,0,0,Asia_Pacific,2018,0,0
nonproducible,0,0,Asia_Pacific,2018,0,0
monk,3,6,Asia_Pacific,2018,15,0.4
appendiculate,0,0,Asia_Pacific,2018,0,0
pleurocapsaceous,0,0,Asia_Pacific,2018,0,0
blackgums,0,0,Asia_Pacific,2018,0,0
multisulcate,0,0,Asia_Pacific,2018,0,0
pallia,0,0,Asia_Pacific,2018,0,0
morally,0,0,Asia_Pacific,2018,0,0
taraph,0,0,Asia_Pacific,2018,0,0
vagrancies,0,0,Asia_Pacific,2018,0,0
umland,0,0,US_Canada,2017,0,0
umland,0,0,US_Canada,2018,0,0
youths,0,0,Asia_Pacific,2018,0,0
brinjaree,0,0,Asia_Pacific,2018,0,0
phonesthemic,0,0,Asia_Pacific,2018,0,0
turrilites,0,0,Asia_Pacific,2018,3,0
reinitialized,18,18,Asia_Pacific,2018,109,0.165137615
nontaxer,0,0,Asia_Pacific,2018,21,0
spartans,2,3,Asia_Pacific,2018,10,0.3
geosyncline,0,0,Asia_Pacific,2018,0,0
drossy,0,0,Asia_Pacific,2018,5,0
strain,1,7,Asia_Pacific,2018,8,0.875
beethovian,0,0,Asia_Pacific,2018,0,0
kittel,0,0,Asia_Pacific,2018,0,0
prediatory,0,0,Asia_Pacific,2018,0,0
leptomonad,3,3,Asia_Pacific,2018,25,0.12
budder,0,0,Asia_Pacific,2018,2,0
emerant,4,17,Asia_Pacific,2018,36,0.472222222
umland,0,0,US_Canada,2019,0,0
umland,0,0,Europe,2016,0,0
serratoglandulous,0,0,Asia_Pacific,2018,2,0
bethorning,0,0,Asia_Pacific,2018,0,0
marmoset,3,3,Asia_Pacific,2018,13,0.230769231
spinnability,0,0,Asia_Pacific,2018,0,0
fidgetiness,0,0,Asia_Pacific,2018,0,0
cibolan,0,0,Asia_Pacific,2018,0,0
hazardful,5,7,Asia_Pacific,2018,23,0.304347826
electrogenic,0,0,Asia_Pacific,2018,0,0
umland,0,0,Europe,2017,0,0
setifera,0,0,Asia_Pacific,2018,0,0
meetings,3,3,Asia_Pacific,2018,14,0.214285714
esperantidist,2,3,Asia_Pacific,2018,13,0.230769231
sharpy,0,0,Asia_Pacific,2018,0,0
belittlement,0,0,Asia_Pacific,2018,0,0
parosmia,0,0,Asia_Pacific,2018,0,0
conformities,2,2,Asia_Pacific,2018,7,0.285714286
aquadag,0,0,Asia_Pacific,2018,0,0
umland,0,0,Europe,2018,0,0
cataphracted,5,21,Asia_Pacific,2018,164,0.12804878
umland,0,0,Europe,2019,0,0
formiate,3,3,Asia_Pacific,2018,10,0.3
butterworker,0,0,Asia_Pacific,2018,0,0
ependyme,0,0,Asia_Pacific,2018,10,0
whipjack,0,0,Asia_Pacific,2018,0,0
corporator,0,0,Asia_Pacific,2018,0,0
karamojo,0,0,Asia_Pacific,2018,0,0
viscosity,0,0,Asia_Pacific,2018,0,0
defoamers,0,0,Asia_Pacific,2018,2,0
trammels,0,0,Asia_Pacific,2018,0,0
interdebated,0,0,Asia_Pacific,2018,0,0
umland,0,0,Africa,2016,0,0
hysterometry,0,0,Asia_Pacific,2018,3,0
bumboatman,0,0,Asia_Pacific,2018,0,0
uncoordinateness,0,0,Asia_Pacific,2018,0,0
umland,0,0,Africa,2017,0,0
disscussive,0,0,Asia_Pacific,2018,0,0
shoepacks,0,0,Asia_Pacific,2018,0,0
biuret,0,0,Asia_Pacific,2018,9,0
hegemonizer,0,0,Asia_Pacific,2018,0,0
umland,0,0,Africa,2018,0,0
slidable,0,0,Asia_Pacific,2018,1,0
unsyndicated,0,0,Asia_Pacific,2018,0,0
umland,0,0,Africa,2019,0,0
unsnared,0,0,Asia_Pacific,2018,1,0
praenestinian,0,0,Asia_Pacific,2018,0,0
chelidonine,0,0,Asia_Pacific,2018,0,0
hemichromatopsia,1,1,Asia_Pacific,2018,2,0.5
halometer,0,0,Asia_Pacific,2018,0,0
hemileia,3,4,Asia_Pacific,2018,13,0.307692308
incisures,0,0,Asia_Pacific,2018,0,0
sleuthdog,0,0,Asia_Pacific,2018,0,0
acidifiers,9,17,Asia_Pacific,2018,58,0.293103448
arteriostrepsis,2,2,Asia_Pacific,2018,9,0.222222222
umland,0,0,Eurasia,2016,0,0
alabastrons,1,1,Asia_Pacific,2018,18,0.055555556
miserly,0,0,Asia_Pacific,2018,0,0
leontiasis,1,1,Asia_Pacific,2018,1,1
umland,0,0,Eurasia,2017,0,0
noncongruous,1,2,Asia_Pacific,2018,5,0.4
sowers,0,0,Asia_Pacific,2018,0,0
damnation,0,0,Asia_Pacific,2018,0,0
brod,1,1,Asia_Pacific,2018,2,0.5
accumulated,0,0,Asia_Pacific,2018,0,0
undepreciative,0,0,Asia_Pacific,2018,0,0
synagogist,0,0,Asia_Pacific,2018,0,0
allose,0,0,Asia_Pacific,2018,0,0
forcedly,0,0,Asia_Pacific,2018,0,0
superelevation,0,0,Asia_Pacific,2018,0,0
umland,0,0,Eurasia,2018,0,0
grateless,0,0,Asia_Pacific,2018,0,0
extinctor,0,0,Asia_Pacific,2018,0,0
unsinew,0,0,Asia_Pacific,2018,0,0
umland,0,0,Eurasia,2019,0,0
clamping,0,0,Asia_Pacific,2018,0,0
bogotana,0,0,Asia_Pacific,2018,0,0
pseudobankrupt,7,20,Asia_Pacific,2018,76,0.263157895
reasonings,0,0,Asia_Pacific,2018,0,0
cultigens,0,0,Asia_Pacific,2018,0,0
scriptory,0,0,Asia_Pacific,2018,1,0
overnormalizing,0,0,Latin_America_and_the_Caribbean,2016,1,0
bipont,0,0,Asia_Pacific,2018,0,0
sonography,0,0,Asia_Pacific,2018,0,0
susianian,0,0,Asia_Pacific,2018,0,0
overnormalizing,1,1,Latin_America_and_the_Caribbean,2017,1,1
arguendo,0,0,Asia_Pacific,2018,0,0
unrevoked,0,0,Asia_Pacific,2018,0,0
fragrance,0,0,Asia_Pacific,2018,0,0
privatism,0,0,Asia_Pacific,2018,0,0
acantha,0,0,Asia_Pacific,2018,0,0
granophyric,0,0,Asia_Pacific,2018,0,0
cistophoric,0,0,Asia_Pacific,2018,0,0
unthinkingness,0,0,Asia_Pacific,2018,0,0
cyanophycean,0,0,Asia_Pacific,2018,3,0
adipogenic,0,0,Asia_Pacific,2018,6,0
paleogenesis,0,0,Asia_Pacific,2018,1,0
bracae,0,0,Asia_Pacific,2018,0,0
hamuli,0,0,Asia_Pacific,2018,2,0
overnormalizing,0,0,Latin_America_and_the_Caribbean,2018,1,0
pertinent,0,0,Asia_Pacific,2018,0,0
gunshots,0,0,Asia_Pacific,2018,5,0
ingrafted,0,0,Asia_Pacific,2018,1,0
muddleheaded,0,0,Asia_Pacific,2018,0,0
zequin,5,19,Asia_Pacific,2018,77,0.246753247
dharmakaya,0,0,Asia_Pacific,2018,0,0
acopyrin,0,0,Asia_Pacific,2018,27,0
spondylarthrocace,1,1,Asia_Pacific,2018,2,0.5
thematic,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,Latin_America_and_the_Caribbean,2019,1,0
overnormalizing,1,1,Global,2016,3,0.333333333
feoffs,0,0,Asia_Pacific,2018,0,0
dbl,0,0,Asia_Pacific,2018,0,0
inosilicate,0,0,Asia_Pacific,2018,0,0
splitnew,0,0,Asia_Pacific,2018,0,0
imprison,0,0,Asia_Pacific,2018,1,0
antinormality,0,0,Asia_Pacific,2018,0,0
micromeria,0,0,Asia_Pacific,2018,2,0
grasslike,0,0,Asia_Pacific,2018,0,0
sassiest,0,0,Asia_Pacific,2018,0,0
overnormalizing,1,1,Global,2017,3,0.333333333
filmlike,2,2,Asia_Pacific,2018,18,0.111111111
disconanthae,0,0,Asia_Pacific,2018,0,0
overnormalizing,1,1,Global,2018,3,0.333333333
prepubis,0,0,Asia_Pacific,2018,0,0
emitters,0,0,Asia_Pacific,2018,15,0
coccygomorph,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,Global,2019,3,0
metapneumonic,0,0,Asia_Pacific,2018,0,0
blobbed,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,Asia_Pacific,2016,0,0
chronothermometer,0,0,Asia_Pacific,2018,0,0
subdeacons,0,0,Asia_Pacific,2018,0,0
fleeceable,2,4,Asia_Pacific,2018,19,0.210526316
rhotacism,0,0,Asia_Pacific,2018,0,0
unsatiable,0,0,Asia_Pacific,2018,1,0
licheniasis,0,0,Asia_Pacific,2018,11,0
abterminal,0,0,Asia_Pacific,2018,0,0
rapter,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,Asia_Pacific,2017,0,0
outhue,0,0,Asia_Pacific,2018,0,0
widdled,6,8,Asia_Pacific,2018,44,0.181818182
actinography,6,36,Asia_Pacific,2018,414,0.086956522
venenosusi,0,0,Asia_Pacific,2018,0,0
unsoulfully,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,Asia_Pacific,2018,0,0
unconfuted,3,3,Asia_Pacific,2018,9,0.333333333
unfernlike,0,0,Asia_Pacific,2018,12,0
abjudicate,0,0,Asia_Pacific,2018,0,0
underate,0,0,Asia_Pacific,2018,0,0
harpalus,3,4,Asia_Pacific,2018,19,0.210526316
reinvigoration,0,0,Asia_Pacific,2018,0,0
platysomid,38,63,Asia_Pacific,2018,386,0.163212435
misdescription,0,0,Asia_Pacific,2018,0,0
roughages,0,0,Asia_Pacific,2018,0,0
doliidae,0,0,Asia_Pacific,2018,0,0
wingmanship,4,5,Asia_Pacific,2018,25,0.2
counterclassification,0,0,Asia_Pacific,2018,0,0
ovularian,0,0,Asia_Pacific,2018,0,0
tightest,0,0,Asia_Pacific,2018,0,0
hyperlipoidemia,8,14,Asia_Pacific,2018,24,0.583333333
marrowbone,0,0,Asia_Pacific,2018,0,0
saunas,0,0,Asia_Pacific,2018,0,0
proabstinence,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,Asia_Pacific,2019,0,0
comminution,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,Middle_East_and_North_Africa,2016,0,0
downplay,1,1,Asia_Pacific,2018,2,0.5
antinganting,0,0,Asia_Pacific,2018,0,0
triobol,0,0,Asia_Pacific,2018,0,0
emulatress,65,108,Asia_Pacific,2018,506,0.213438735
galactosemia,1,2,Asia_Pacific,2018,5,0.4
envassalage,0,0,Asia_Pacific,2018,0,0
saccharocolloid,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,Middle_East_and_North_Africa,2017,0,0
overnormalizing,0,0,Middle_East_and_North_Africa,2018,0,0
overnormalizing,0,0,Middle_East_and_North_Africa,2019,0,0
incrementally,0,0,Asia_Pacific,2018,0,0
recking,2,2,Asia_Pacific,2018,7,0.285714286
dioxime,0,0,Asia_Pacific,2018,0,0
eurytomidae,0,0,Asia_Pacific,2018,0,0
polistes,0,0,Asia_Pacific,2018,0,0
ephippia,0,0,Asia_Pacific,2018,5,0
agednesses,0,0,Asia_Pacific,2018,0,0
explosions,2,2,Asia_Pacific,2018,8,0.25
unsulphurized,0,0,Asia_Pacific,2018,0,0
tribasilar,3,18,Asia_Pacific,2018,28,0.642857143
pomada,0,0,Asia_Pacific,2018,0,0
ethography,13,36,Asia_Pacific,2018,159,0.226415094
illuminer,0,0,Asia_Pacific,2018,2,0
eunicidae,0,0,Asia_Pacific,2018,0,0
outcurve,0,0,Asia_Pacific,2018,0,0
nonreceiving,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,US_Canada,2016,0,0
overnormalizing,0,0,US_Canada,2017,0,0
cooperation,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,US_Canada,2018,0,0
pseudobulbous,0,0,Asia_Pacific,2018,0,0
valuables,1,1,Asia_Pacific,2018,2,0.5
immenser,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,US_Canada,2019,0,0
overnormalizing,0,0,Europe,2016,0,0
steri,11,16,Asia_Pacific,2018,98,0.163265306
harbormaster,0,0,Asia_Pacific,2018,0,0
myrmecia,0,0,Asia_Pacific,2018,0,0
brasse,0,0,Asia_Pacific,2018,0,0
ischocholia,1,2,Asia_Pacific,2018,11,0.181818182
phlebenterism,0,0,Asia_Pacific,2018,0,0
tetrafolious,0,0,Asia_Pacific,2018,1,0
overnormalizing,0,0,Europe,2017,0,0
servile,0,0,Asia_Pacific,2018,1,0
irresistibleness,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,Europe,2018,0,0
weewee,0,0,Asia_Pacific,2018,0,0
salat,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,Europe,2019,0,0
overnormalizing,2,2,Africa,2016,3,0.666666667
ketupa,0,0,Asia_Pacific,2018,0,0
sanguinicolous,0,0,Asia_Pacific,2018,0,0
tabebuia,0,0,Asia_Pacific,2018,0,0
isochronic,5,8,Asia_Pacific,2018,35,0.228571429
overnormalizing,0,0,Africa,2017,3,0
cacesthesis,0,0,Asia_Pacific,2018,0,0
overnormalizing,0,0,Africa,2018,3,0
conductus,1,1,Asia_Pacific,2018,3,0.333333333
doubtably,0,0,Asia_Pacific,2018,0,0
illiterately,0,0,Asia_Pacific,2018,0,0
semiextinction,0,0,Asia_Pacific,2018,1,0
tusklike,0,0,Asia_Pacific,2018,0,0
noticer,0,0,Asia_Pacific,2018,0,0
overnormalizing,1,1,Africa,2019,3,0.333333333
overnormalizing,0,0,Eurasia,2016,0,0
overnormalizing,0,0,Eurasia,2017,0,0
secondhandedly,61,106,Asia_Pacific,2018,582,0.182130584
tuple,0,0,Asia_Pacific,2018,0,0
condoning,0,0,Asia_Pacific,2018,0,0
revelability,0,0,Asia_Pacific,2018,0,0
reviolate,0,0,Asia_Pacific,2018,0,0
indiscretionary,0,0,Asia_Pacific,2018,0,0
pestle,0,0,Asia_Pacific,2018,0,0
abrade,0,0,Asia_Pacific,2018,0,0
courtesying,10,35,Asia_Pacific,2018,140,0.25
overnormalizing,0,0,Eurasia,2018,0,0
overnormalizing,0,0,Eurasia,2019,0,0
tumescence,0,0,Asia_Pacific,2018,0,0
unexultantly,0,0,Asia_Pacific,2018,3,0
overassertiveness,2,2,Latin_America_and_the_Caribbean,2016,4,0.5
overassertiveness,0,0,Latin_America_and_the_Caribbean,2017,4,0
lacers,2,2,Asia_Pacific,2018,8,0.25
nonpenitent,0,0,Asia_Pacific,2018,0,0
muscadels,1,1,Asia_Pacific,2018,2,0.5
aspout,0,0,Asia_Pacific,2018,0,0
dirtier,0,0,Asia_Pacific,2018,0,0
overassertiveness,1,1,Latin_America_and_the_Caribbean,2018,4,0.25
reapproach,0,0,Asia_Pacific,2018,3,0
overmajority,0,0,Asia_Pacific,2018,0,0
debbies,0,0,Asia_Pacific,2018,0,0
palish,0,0,Asia_Pacific,2018,0,0
rhopalocerous,3,4,Asia_Pacific,2018,27,0.148148148
kodiak,0,0,Asia_Pacific,2018,0,0
jacklighter,0,0,Asia_Pacific,2018,1,0
overassertiveness,1,1,Latin_America_and_the_Caribbean,2019,4,0.25
peacockishness,0,0,Asia_Pacific,2018,0,0
impermeability,0,0,Asia_Pacific,2018,0,0
rareripe,0,0,Asia_Pacific,2018,12,0
subfoliar,0,0,Asia_Pacific,2018,0,0
transgredient,0,0,Asia_Pacific,2018,0,0
unendly,0,0,Asia_Pacific,2018,0,0
setoffs,0,0,Asia_Pacific,2018,0,0
sulphochloride,0,0,Asia_Pacific,2018,0,0
salespeople,65,214,Asia_Pacific,2018,919,0.232861806
eutectic,17,32,Asia_Pacific,2018,120,0.266666667
misy,0,0,Asia_Pacific,2018,0,0
piezometrical,9,12,Asia_Pacific,2018,44,0.272727273
readjournment,0,0,Asia_Pacific,2018,0,0
prodigality,0,0,Asia_Pacific,2018,0,0
hecatic,0,0,Asia_Pacific,2018,0,0
osteotomist,0,0,Asia_Pacific,2018,0,0
unleashing,0,0,Asia_Pacific,2018,0,0
unparaded,0,0,Asia_Pacific,2018,0,0
answered,0,0,Asia_Pacific,2018,0,0
trimyristin,0,0,Asia_Pacific,2018,0,0
sulfurs,87,226,Asia_Pacific,2018,922,0.245119306
ommatophorous,10,15,Asia_Pacific,2018,57,0.263157895
didepside,2,4,Asia_Pacific,2018,6,0.666666667
handmade,1,1,Asia_Pacific,2018,1,1
haemotoxin,0,0,Asia_Pacific,2018,0,0
plasmolyzable,0,0,Asia_Pacific,2018,1,0
aslaver,0,0,Asia_Pacific,2018,0,0
preferentially,0,0,Asia_Pacific,2018,0,0
cockshut,0,0,Asia_Pacific,2018,0,0
unindemnified,0,0,Asia_Pacific,2018,0,0
freshman,1,1,Asia_Pacific,2018,1,1
miso,0,0,Asia_Pacific,2018,0,0
interlocks,0,0,Asia_Pacific,2018,0,0
overassertiveness,1,1,Global,2016,9,0.111111111
overassertiveness,1,2,Global,2017,9,0.222222222
contradebt,0,0,Asia_Pacific,2018,0,0
overassertiveness,2,2,Global,2018,9,0.222222222
tomfool,0,0,Asia_Pacific,2018,0,0
upbelt,11,18,Asia_Pacific,2018,100,0.18
preagriculture,0,0,Asia_Pacific,2018,0,0
cueman,2,2,Asia_Pacific,2018,2,1
extorters,0,0,Asia_Pacific,2018,0,0
desuetudes,0,0,Asia_Pacific,2018,1,0
torpified,0,0,Asia_Pacific,2018,0,0
overassertiveness,3,4,Global,2019,9,0.444444444
soliloquacious,2,2,Asia_Pacific,2018,3,0.666666667
pneumatonomy,0,0,Asia_Pacific,2018,0,0
glonoine,1,1,Asia_Pacific,2018,12,0.083333333
nonslipping,0,0,Asia_Pacific,2018,0,0
parnassism,0,0,Asia_Pacific,2018,0,0
overassertiveness,0,0,Asia_Pacific,2016,4,0
backcomb,0,0,Asia_Pacific,2018,0,0
phanerocodonic,4,5,Asia_Pacific,2018,15,0.333333333
unvocalised,0,0,Asia_Pacific,2018,0,0
deregulates,0,0,Asia_Pacific,2018,1,0
overassertiveness,1,1,Asia_Pacific,2017,4,0.25
bemuddy,2,2,Asia_Pacific,2018,6,0.333333333
clodder,0,0,Asia_Pacific,2018,0,0
fotui,0,0,Asia_Pacific,2018,0,0
outjetted,0,0,Asia_Pacific,2018,0,0
cerberean,0,0,Asia_Pacific,2018,0,0
lithoclast,0,0,Asia_Pacific,2018,3,0
subintelligitur,0,0,Asia_Pacific,2018,0,0
overassertiveness,0,0,Asia_Pacific,2018,4,0
impressionally,0,0,Asia_Pacific,2018,3,0
behemoth,11,13,Asia_Pacific,2018,58,0.224137931
nasat,4,4,Asia_Pacific,2018,5,0.8
handpick,0,0,Asia_Pacific,2018,0,0
overassertiveness,3,3,Asia_Pacific,2019,4,0.75
leposternidae,5,9,Asia_Pacific,2018,33,0.272727273
intermolecular,0,0,Asia_Pacific,2018,0,0
dulcinist,5,6,Asia_Pacific,2018,42,0.142857143
sabella,0,0,Asia_Pacific,2018,0,0
gloggs,0,0,Asia_Pacific,2018,0,0
overassertiveness,0,0,Middle_East_and_North_Africa,2016,3,0
stibnites,9,13,Asia_Pacific,2018,96,0.135416667
disembed,0,0,Asia_Pacific,2018,0,0
overassertiveness,1,1,Middle_East_and_North_Africa,2017,3,0.333333333
overassertiveness,1,1,Middle_East_and_North_Africa,2018,3,0.333333333
refueling,0,0,Asia_Pacific,2018,0,0
liveborn,0,0,Asia_Pacific,2018,0,0
swanwort,0,0,Asia_Pacific,2018,0,0
pappies,0,0,Asia_Pacific,2018,0,0
fang,0,0,Asia_Pacific,2018,0,0
nolt,0,0,Asia_Pacific,2018,0,0
blanker,0,0,Asia_Pacific,2018,0,0
proposal,0,0,Asia_Pacific,2018,0,0
stooped,2,2,Asia_Pacific,2018,3,0.666666667
valiantness,0,0,Asia_Pacific,2018,14,0
tonsuring,0,0,Asia_Pacific,2018,0,0
slaughterous,0,0,Asia_Pacific,2018,0,0
limace,0,0,Asia_Pacific,2018,1,0
intricate,0,0,Asia_Pacific,2018,0,0
pentode,7,11,Asia_Pacific,2018,25,0.44
myalgia,0,0,Asia_Pacific,2018,0,0
overassertiveness,1,1,Middle_East_and_North_Africa,2019,3,0.333333333
tutiorist,0,0,Asia_Pacific,2018,0,0
matie,0,0,Asia_Pacific,2018,0,0
prefabricates,0,0,Asia_Pacific,2018,0,0
kors,0,0,Asia_Pacific,2018,0,0
sacerdotalist,17,36,Asia_Pacific,2018,119,0.302521008
rattletraps,1,3,Asia_Pacific,2018,4,0.75
befingering,0,0,Asia_Pacific,2018,0,0
defensiveness,0,0,Asia_Pacific,2018,0,0
circumferentor,0,0,Asia_Pacific,2018,0,0
bitthead,15,21,Asia_Pacific,2018,209,0.100478469
cartographers,0,0,Asia_Pacific,2018,0,0
reimaged,0,0,Asia_Pacific,2018,0,0
overassertiveness,5,7,US_Canada,2016,18,0.388888889
unloosable,0,0,Asia_Pacific,2018,0,0
assumpsit,0,0,Asia_Pacific,2018,0,0
orchidaceae,0,0,Asia_Pacific,2018,0,0
fashionableness,0,0,Asia_Pacific,2018,0,0
counterhypothesis,0,0,Asia_Pacific,2018,0,0
hockshin,0,0,Asia_Pacific,2018,0,0
unchaptered,0,0,Asia_Pacific,2018,0,0
causey,2,2,Asia_Pacific,2018,3,0.666666667
fuddlement,2,2,Asia_Pacific,2018,3,0.666666667
weeply,0,0,Asia_Pacific,2018,4,0
wafer,0,0,Asia_Pacific,2018,0,0
promulged,0,0,Asia_Pacific,2018,0,0
tandemer,0,0,Asia_Pacific,2018,0,0
outgain,0,0,Asia_Pacific,2018,0,0
scrublike,0,0,Asia_Pacific,2018,0,0
overassertiveness,4,4,US_Canada,2017,18,0.222222222
pentathlon,1,1,Asia_Pacific,2018,4,0.25
tins,0,0,Asia_Pacific,2018,0,0
fibropurulent,8,9,Asia_Pacific,2018,38,0.236842105
sinklike,0,0,Asia_Pacific,2018,0,0
untheologically,0,0,Asia_Pacific,2018,1,0
mismoving,0,0,Asia_Pacific,2018,0,0
mukden,0,0,Asia_Pacific,2018,0,0
repairer,0,0,Asia_Pacific,2018,2,0
misreckoned,0,0,Asia_Pacific,2018,6,0
mahsir,2,14,Asia_Pacific,2018,126,0.111111111
diaphanoscopy,0,0,Asia_Pacific,2018,0,0
unsuppurative,0,0,Asia_Pacific,2018,0,0
brainsick,0,0,Asia_Pacific,2018,0,0
corvinas,0,0,Asia_Pacific,2018,1,0
nonappearance,0,0,Asia_Pacific,2018,18,0
hyetometric,0,0,Asia_Pacific,2018,4,0
hepatotoxic,0,0,Asia_Pacific,2018,0,0
diffranchise,0,0,Asia_Pacific,2018,0,0
baldacchino,0,0,Asia_Pacific,2018,0,0
solidi,0,0,Asia_Pacific,2018,0,0
connectivity,0,0,Asia_Pacific,2018,0,0
yogee,1,1,Asia_Pacific,2018,3,0.333333333
dynasty,0,0,Asia_Pacific,2018,0,0
hamada,0,0,Asia_Pacific,2018,0,0
cognisant,0,0,Asia_Pacific,2018,0,0
disadvantageous,0,0,Asia_Pacific,2018,0,0
myotonus,0,0,Asia_Pacific,2018,0,0
overassertiveness,2,2,US_Canada,2018,18,0.111111111
sporabola,0,0,Asia_Pacific,2018,1,0
guerillas,0,0,Asia_Pacific,2018,0,0
solenial,1,1,Asia_Pacific,2018,8,0.125
beslings,0,0,Asia_Pacific,2018,3,0
protaspis,122,656,Asia_Pacific,2018,3292,0.19927096
newt,0,0,Asia_Pacific,2018,2,0
aniba,2,4,Asia_Pacific,2018,19,0.210526316
thiofurfurane,0,0,Asia_Pacific,2018,0,0
overassertiveness,4,5,US_Canada,2019,18,0.277777778
overassertiveness,1,1,Europe,2016,3,0.333333333
overassertiveness,0,0,Europe,2017,3,0
strutting,0,0,Asia_Pacific,2018,0,0
palestras,0,0,Asia_Pacific,2018,0,0
lasiocampidae,0,0,Asia_Pacific,2018,2,0
outpursued,0,0,Asia_Pacific,2018,0,0
leptoprosopy,0,0,Asia_Pacific,2018,0,0
spongeous,0,0,Asia_Pacific,2018,0,0
trusteing,0,0,Asia_Pacific,2018,0,0
welled,0,0,Asia_Pacific,2018,0,0
rials,0,0,Asia_Pacific,2018,0,0
coercionist,21,77,Asia_Pacific,2018,324,0.237654321
flabbergasted,0,0,Asia_Pacific,2018,0,0
dorsum,2,2,Asia_Pacific,2018,3,0.666666667
overassertiveness,1,1,Europe,2018,3,0.333333333
unintensive,0,0,Asia_Pacific,2018,0,0
haloesque,0,0,Asia_Pacific,2018,2,0
endometry,1,1,Asia_Pacific,2018,1,1
chromoplast,0,0,Asia_Pacific,2018,0,0
overassertiveness,1,1,Europe,2019,3,0.333333333
homeless,0,0,Asia_Pacific,2018,0,0
chilicote,0,0,Asia_Pacific,2018,0,0
ectypal,0,0,Asia_Pacific,2018,0,0
ungoodliness,0,0,Asia_Pacific,2018,0,0
listings,0,0,Asia_Pacific,2018,1,0
syndactylic,0,0,Asia_Pacific,2018,0,0
kistful,0,0,Asia_Pacific,2018,0,0
subarticulate,4,5,Asia_Pacific,2018,27,0.185185185
overcultured,0,0,Asia_Pacific,2018,2,0
overassertiveness,0,0,Africa,2016,7,0
immies,0,0,Asia_Pacific,2018,0,0
overassertiveness,3,3,Africa,2017,7,0.428571429
oversmooth,0,0,Asia_Pacific,2018,0,0
thraso,0,0,Asia_Pacific,2018,0,0
goodeniaceae,164,784,Asia_Pacific,2018,3690,0.212466125
stealthful,2,2,Asia_Pacific,2018,10,0.2
parentless,0,0,Asia_Pacific,2018,0,0
swainishness,0,0,Asia_Pacific,2018,0,0
pronators,0,0,Asia_Pacific,2018,0,0
overassertiveness,2,2,Africa,2018,7,0.285714286
carvoepra,0,0,Asia_Pacific,2018,0,0
biodegrade,0,0,Asia_Pacific,2018,0,0
baris,0,0,Asia_Pacific,2018,0,0
uncertifiable,0,0,Asia_Pacific,2018,0,0
teiglech,2,3,Asia_Pacific,2018,11,0.272727273
overassertiveness,2,2,Africa,2019,7,0.285714286
microcode,3,9,Asia_Pacific,2018,40,0.225
richardia,0,0,Asia_Pacific,2018,0,0
melior,1,1,Asia_Pacific,2018,3,0.333333333
unneurotically,0,0,Asia_Pacific,2018,0,0
abranchialism,0,0,Asia_Pacific,2018,0,0
jamlike,0,0,Asia_Pacific,2018,0,0
expressionist,0,0,Asia_Pacific,2018,0,0
nightcaps,0,0,Asia_Pacific,2018,0,0
generalness,0,0,Asia_Pacific,2018,1,0
cerise,0,0,Asia_Pacific,2018,0,0
overassertiveness,0,0,Eurasia,2016,0,0
valuation,1,1,Asia_Pacific,2018,1,1
photopolymerization,0,0,Asia_Pacific,2018,0,0
subextensibility,0,0,Asia_Pacific,2018,1,0
monocoque,1,1,Asia_Pacific,2018,30,0.033333333
pearlitic,31,87,Asia_Pacific,2018,270,0.322222222
euchite,0,0,Asia_Pacific,2018,2,0
parsonry,0,0,Asia_Pacific,2018,0,0
semi,0,0,Asia_Pacific,2018,0,0
neighbourship,2,8,Asia_Pacific,2018,30,0.266666667
southing,0,0,Asia_Pacific,2018,0,0
arabinic,6,7,Asia_Pacific,2018,21,0.333333333
wickedly,1,1,Asia_Pacific,2018,1,1
tirocinium,74,278,Asia_Pacific,2018,1168,0.238013699
infortitude,2,2,Asia_Pacific,2018,2,1
overassertiveness,0,0,Eurasia,2017,0,0
overassertiveness,0,0,Eurasia,2018,0,0
wholesaled,0,0,Asia_Pacific,2018,0,0
proritual,0,0,Asia_Pacific,2018,0,0
proanaphoral,1,1,Asia_Pacific,2018,2,0.5
bracketing,0,0,Asia_Pacific,2018,0,0
slideproof,0,0,Asia_Pacific,2018,0,0
